央视,#genre#
CCTV-1,http://117.148.179.157/PLTV/88888888/224/3221233151/index.m3u8
CCTV-1,http://111.40.196.9/PLTV/88888888/224/3221225576/index.m3u8
CCTV-1,http://117.169.120.140:8080/live/cctv-1/.m3u8
CCTV-2,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203603.m3u8
CCTV-2,http://migu.jilu8.cn/3221232362/index.m3u8
CCTV-2,http://39.135.55.105:6610/PLTV/88888888/224/3221225923/index.m3u8?servicetype=1
CCTV-2,http://39.135.55.105:6610/PLTV/88888888/224/3221226915/index.m3u8?servicetype=1
CCTV-2,http://111.20.106.13:6610/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-2,http://111.20.41.249:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV-2,http://39.135.138.58:18890/PLTV/88888888/224/3221225643/index.m3u8
CCTV-2,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV-2,http://117.148.179.156/PLTV/88888888/224/3221232362/index.m3u8
CCTV-2,http://39.135.138.58:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV-2,http://39.135.49.209:6610/PLTV/88888888/224/3221225923/1.m3u8?servicetype=1
CCTV-2,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV-2,http://39.134.115.163:8080/PLTV/88888910/224/3221225643/index.m3u8
CCTV-2,http://39.135.138.59:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV-2,http://111.63.117.13:6060/030000001000/G_CCTV-2/G_CCTV-2.m3u8
CCTV-2,http://39.135.138.58:18890/PLTV/88888888/224/3221225693/index.m3u8
CCTV-2,http://117.148.179.172/PLTV/88888888/224/3221231778/index.m3u8
CCTV-2,http://117.148.179.147:80/PLTV/88888888/224/3221231678/1.m3u8
CCTV-2,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-2,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV-2,http://39.135.138.60:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV-2,http://117.148.179.157/PLTV/88888888/224/3221233071/index.m3u8
CCTV-2,http://39.135.32.28:6610/000000001000/1000000001000012442/1.m3u8?
CCTV-3,http://39.135.138.60:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV-3,http://117.148.179.140/PLTV/88888888/224/3221231528/index.m3u8
CCTV-3,http://111.40.196.25/PLTV/88888888/224/3221225588/index.m3u8
CCTV-3,http://39.135.49.209:6610/PLTV/88888888/224/3221227055/1.m3u8?servicetype=1
CCTV-3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV-3,http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV-3,http://111.63.117.13:6060/030000001000/CCTV3/CCTV3.m3u8
CCTV-3,http://117.148.179.183/TVOD/88888888/224/3221231682/index.m3u8
CCTV-3,http://39.135.138.59:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV-3,http://39.134.67.226/PLTV/88888888/224/3221225799/index.m3u8
CCTV-3,http://183.207.249.14/PLTV/3/224/3221225588/index.m3u8
CCTV-3,http://111.40.196.29/PLTV/88888888/224/3221225588/index.m3u8
CCTV-3,http://111.63.117.13:6060/030000001000/CCTV-3/CCTV-3.m3u8
CCTV-3,http://117.148.179.183:80/PLTV/88888888/224/3221231682/index.m3u8
CCTV-3,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV-3,http://117.148.179.157/PLTV/88888888/224/3221231682/index.m3u8
CCTV-3,https://jwplay.hebyun.com.cn:443/live/cctv3/1500k/tzwj_video.m3u8
CCTV-3,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203803.m3u8
CCTV-3,http://183.251.61.250/PLTV/88888888/224/3221227055/index.m3u8
CCTV-3,http://39.135.55.105:6610/PLTV/88888888/224/3221227055/index.m3u8?servicetype=1
CCTV-3,http://39.134.65.175/PLTV/88888888/224/3221225799/index.m3u8
CCTV-3,http://111.20.106.13:6610/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-3,http://111.20.41.249:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-3,http://39.135.138.59:18890/TVOD/88888910/224/3221225647/index.m3u8
CCTV-3,http://117.169.120.140:8080/live/cctv-3/.m3u8
CCTV-4,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204803.m3u8
CCTV-4,http://39.135.55.105:6610/PLTV/88888888/224/3221226968/index.m3u8?servicetype=1
CCTV-4,http://39.135.55.105:6610/PLTV/88888888/224/3221225802/index.m3u8?servicetype=1
CCTV-4,http://111.20.106.13:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-4,http://111.20.41.248:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226223/1.m3u8
CCTV-4,http://39.134.115.163:8080/PLTV-/88888910/224/3221225621/index.m3u8
CCTV-4,http://39.135.49.209:6610/PLTV/88888888/224/3221226968/1.m3u8?servicetype=1
CCTV-4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV-4,http://117.148.179.157/PLTV/88888888/224/3221231726/index.m3u8
CCTV-4,http://117.148.179.182/TVOD/88888888/224/3221231726/index.m3u8
CCTV-4,http://111.63.117.13:6060/030000001000/CCTV4/CCTV4.m3u8
CCTV-4,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CCTV-4,http://117.148.179.166/PLTV/88888888/224/3221231736/index.m3u8
CCTV-4,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8
CCTV-4,http://183.207.248.15/PLTV/3/224/3221225534/index.m3u8
CCTV-4,http://111.63.117.13:6060/030000001000/CCTV-4/CCTV-4.m3u8
CCTV-4,http://39.135.138.59:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV-4,http://117.169.120.140:8080/live/cctv-4/.m3u8
CCTV-4,http://183.207.249.6/PLTV/3/224/3221225534/index.m3u8
CCTV-4,http://183.207.249.11/PLTV/3/224/3221225534/index.m3u8
CCTV-4,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV-4,http://117.148.179.158/PLTV/88888888/224/3221231654/index.m3u8
CCTV-4,http://39.135.32.28:6610/000000001000/1000000002000031664/1.m3u8?
CCTV-4欧洲,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8
CCTV-4美洲,http://117.148.179.160/PLTV/88888888/224/3221231654/index.m3u8
CCTV-5,http://39.135.55.105:6610/PLTV/88888888/224/3221227170/index.m3u8?servicetype=1
CCTV-5,http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8
CCTV-5,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV-5,http://111.40.196.27/PLTV/88888888/224/3221225745/index.m3u8
CCTV-5,http://39.135.49.209:6610/PLTV/88888888/224/3221227170/1.m3u8?servicetype=1
CCTV-5,http://117.148.179.165/PLTV/88888888/224/3221231702/index.m3u8
CCTV-5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV-5,http://111.63.117.13:6060/030000001000/CCTV5/CCTV5.m3u8
CCTV-5,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8
CCTV-5,http://39.134.67.226/PLTV/88888888/224/3221225818/index.m3u8
CCTV-5,http://117.148.179.173/PLTV/88888888/224/3221232023/index.m3u8
CCTV-5,http://39.135.138.58:18890/PLTV/88888888/224/3221225751/index.m3u8
CCTV-5,http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8
CCTV-5,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV-5,http://39.135.32.24:6610/000000001000/1000000001000004794/index.m3u8?i
CCTV-5,http://117.148.179.157/PLTV/88888888/224/3221233115/index.m3u8
CCTV-5,http://39.134.66.66/PLTV/88888888/224/3221225620/index.m3u8
CCTV-5,http://123.6.9.146/live/jz-cctv-5/live.m3u8
CCTV-5+,http://39.135.138.60:18890/PLTV/88888910/224/3221225706/index.m3u8
CCTV-5+,http://117.148.179.139/PLTV/88888888/224/3221231535/index.m3u8
CCTV-5+,http://39.135.49.209:6610/PLTV/88888888/224/3221225939/1.m3u8?servicetype=1
CCTV-5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV-5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV-5+,http://111.63.117.13:6060/030000001000/G_CCTV-5PLUS/G_CCTV-5PLUS.m3u8
CCTV-5+,http://39.134.65.175/PLTV/88888888/224/3221225507/index.m3u8
CCTV-5+,http://117.148.179.146/PLTV/88888888/224/3221230226/index.m3u8
CCTV-5+,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8
CCTV-5+,http://117.148.179.157/PLTV/88888888/224/3221233107/index.m3u8
CCTV-5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV-5+,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV-5+,http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8
CCTV-6,http://39.135.138.60:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV-6,http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV-6,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV-6,http://111.40.196.31/PLTV/88888888/224/3221225561/index.m3u8
CCTV-6,http://39.135.49.209:6610/PLTV/88888888/224/3221227137/1.m3u8?servicetype=1
CCTV-6,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV-6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV-6,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV-6,http://111.63.117.13:6060/030000001000/CCTV6/CCTV6.m3u8
CCTV-6,http://117.148.179.157/PLTV/88888888/224/3221232689/index.m3u8
CCTV-6,http://39.135.32.28:6610/000000001000/1000000001000016466/1.m3u8?
CCTV-6,https://jwplay.hebyun.com.cn:443/live/cctv6/1500k/tzwj_video.m3u8
CCTV-6,http://39.135.55.105:6610/PLTV/88888888/224/3221227137/index.m3u8?servicetype=1
CCTV-6,http://111.20.106.13:6610/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6,http://111.20.41.252:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV-6,http://111.20.33.93:80/PLTV/88888893/224/3221226011/index.m3u8
CCTV-6,http://117.148.179.153:80/PLTV/88888888/224/3221231724/index.m3u8
CCTV-6,http://111.63.117.13:6060/030000001000/CCTV-6/CCTV-6.m3u8
CCTV-6,http://117.169.120.140:8080/live/cctv-6/.m3u8
CCTV-7,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/1.m3u8
CCTV-7,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV-7,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV-7,http://39.135.49.209:6610/PLTV/88888888/224/3221225927/1.m3u8?servicetype=1
CCTV-7,http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8
CCTV-7,http://117.148.179.157/PLTV/88888888/224/3221231633/index.m3u8
CCTV-7,http://39.135.138.58:18890/PLTV/88888888/224/3221225624/index.m3u8
CCTV-7,http://39.134.65.179/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7,http://39.134.65.164/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7,http://39.134.65.181/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7,http://39.134.65.183/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7,http://39.134.65.173/PLTV/88888888/224/3221225671/1.m3u8
CCTV-7,http://111.63.117.13:6060/030000001000/CCTV7/CCTV7.m3u8
CCTV-7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV-7,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV-7,http://39.134.66.66/PLTV/88888888/224/3221225671/index.m3u8
CCTV-8,http://39.135.138.60:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV-8,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV-8,http://111.40.196.25/PLTV/88888888/224/3221225565/index.m3u8
CCTV-8,http://39.135.49.209:6610/PLTV/88888888/224/3221227174/1.m3u8?servicetype=1
CCTV-8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV-8,http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV-8,http://117.148.179.157/PLTV/88888888/224/3221231694/index.m3u8
CCTV-8,http://117.148.179.160/TVOD/88888888/224/3221231694/index.m3u8
CCTV-8,http://111.63.117.13:6060/030000001000/G_CCTV-8/G_CCTV-8.m3u8
CCTV-8,http://39.135.138.58:18890/PLTV/88888888/224/3221225631/index.m3u8
CCTV-8,http://111.40.196.31/PLTV/88888888/224/3221225592/index.m3u8
CCTV-8,http://117.148.179.160:80/PLTV/88888888/224/3221231694/index.m3u8
CCTV-8,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV-8,http://39.136.48.99:8089/PLTV/88888888/224/3221226429/index.m3u8
CCTV-8,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240249_1/playlist.m3u8?CONTENTID=00000110240249_1
CCTV-8,http://39.135.55.105:6610/PLTV/88888888/224/3221227174/index.m3u8?servicetype=1
CCTV-8,http://39.135.138.59:18890/TVOD/88888910/224/3221225635/index.m3u8
CCTV-9,http://39.135.138.60:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV-9,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV-9,http://111.40.196.35/PLTV/88888888/224/3221225502/index.m3u8
CCTV-9,http://39.135.49.209:6610/PLTV/88888888/224/3221226923/1.m3u8?servicetype=1
CCTV-9,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV-9,http://39.135.138.59:18890/PLTV/88888910/224/3221225646/index.m3u8
CCTV-9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV-9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225646/index.m3u8
CCTV-9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225626/index.m3u8
CCTV-9,http://39.134.65.208/PLTV/88888888/224/3221225676/index.m3u8
CCTV-9,http://117.148.179.162/TVOD/88888888/224/3221231697/index.m3u8
CCTV-9,http://111.63.117.13:6060/030000001000/G_CCTV-9/G_CCTV-9.m3u8
CCTV-9,http://111.40.196.34/PLTV/88888888/224/3221225502/index.m3u8
CCTV-9,http://39.135.138.60:18890/PLTV/88888910/224/3221225646/index.m3u8
CCTV-9,http://117.148.179.157/PLTV/88888888/224/3221231697/index.m3u8
CCTV-9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://117.148.179.164/PLTV/88888888/224/3221232492/index.m3u8
CCTV-10,http://39.135.49.209:6610/PLTV/88888888/224/3221225931/1.m3u8?servicetype=1
CCTV-10,http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8
CCTV-10,http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV-10,http://39.134.65.179/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10,http://39.135.138.59:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV-10,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV-10,http://117.148.179.137:80/PLTV/88888888/224/3221231666/1.m3u8
CCTV-10,http://117.148.179.175/TVOD/88888888/224/3221231666/index.m3u8
CCTV-10,http://111.63.117.13:6060/030000001000/CCTV10/CCTV10.m3u8
CCTV-10,http://39.135.138.60:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV-10,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV-10,http://117.148.179.157/PLTV/88888888/224/3221231666/index.m3u8
CCTV-10,http://117.148.179.164/TVOD/88888888/224/3221232492/index.m3u8
CCTV-10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-10,http://39.135.138.59:18890/TVOD/88888910/224/3221225627/index.m3u8
CCTV-10,http://39.135.138.58:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV-10,http://117.169.120.140:8080/live/cctv-10/.m3u8
CCTV-11,http://39.135.138.60:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV-11,http://117.148.179.163:80/PLTV/88888888/224/3221231711/1.m3u8
CCTV-11,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV-11,http://39.134.65.7:80/wh7f454c46tw1736895264_839369804/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8?icpid=88888888&RTS=1554599509&from=1&hms_devid=29
CCTV-11,http://39.135.49.209:6610/PLTV/88888888/224/3221225815/1.m3u8?servicetype=1
CCTV-11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV-11,http://117.148.179.157/PLTV/88888888/224/3221231711/index.m3u8
CCTV-11,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV-11,http://117.148.179.164/TVOD/88888888/224/3221231711/index.m3u8
CCTV-11,http://111.63.117.13:6060/030000001000/CCTV11/CCTV11.m3u8
CCTV-11,http://39.134.65.162/PLTV/88888888/224/3221225517/index.m3u8
CCTV-11,http://111.63.117.13:6060/030000001000/CCTV-11/CCTV-11.m3u8
CCTV-11,http://39.135.138.59:18890/TVOD/88888910/224/3221225628/index.m3u8
CCTV-11,http://39.135.138.58:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV-11,http://117.169.120.140:8080/live/cctv-11/.m3u8
CCTV-12,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV-12,http://39.135.135.70:80/wh7f454c46tw1829513060_732052264/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8?icpid=88888888&RTS=1554599602&from=1&hms_devid=686
CCTV-12,http://39.135.49.209:6610/PLTV/88888888/224/3221225932/1.m3u8?servicetype=1
CCTV-12,http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8
CCTV-12,http://39.135.138.59:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV-12,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV-12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8
CCTV-12,http://117.148.179.150/TVOD/88888888/224/3221231660/index.m3u8
CCTV-12,http://111.63.117.13:6060/030000001000/CCTV12/CCTV12.m3u8
CCTV-12,http://39.135.138.60:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV-12,http://117.148.179.157/PLTV/88888888/224/3221231660/index.m3u8
CCTV-12,http://39.134.65.162/PLTV/88888888/224/3221225669/index.m3u8
CCTV-12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-12,http://111.63.117.13:6060/030000001000/CCTV-12/CCTV-12.m3u8
CCTV-12,http://39.135.138.60:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV-13,http://36.152.71.75/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204603.m3u8
CCTV-13,http://183.251.61.250/PLTV/88888888/224/3221225817/index.m3u8
CCTV-13,http://39.135.55.105:6610/PLTV/88888888/224/3221225817/index.m3u8?servicetype=1
CCTV-13,http://39.135.55.105:6610/PLTV/88888888/224/3221226985/index.m3u8?servicetype=1
CCTV-13,http://111.63.117.13:6060/030000001000/CCTV-13/CCTV-13.m3u8
CCTV-13,https://jwcdnqx.hebyun.com.cn/live/CCTVtest13/1500k/tzwj_video.m3u8
CCTV-13,http://111.40.196.9/PLTV/88888888/224/3221225504/index.m3u8
CCTV-13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13,http://39.135.49.209:6610/PLTV/88888888/224/3221225817/1.m3u8?servicetype=1
CCTV-13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13,http://39.134.65.181/PLTV/88888888/224/3221225812/1.m3u8
CCTV-13,http://117.148.179.139/PLTV/88888888/224/3221231636/index.m3u8
CCTV-13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV-13,http://39.134.116.30:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13,http://111.63.117.13:6060/030000001000/CCTV13/CCTV13.m3u8
CCTV-13,http://111.40.196.30/PLTV/88888888/224/3221225504/index.m3u8
CCTV-13,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13,http://117.169.120.140:8080/live/cctv-13/.m3u8
CCTV-14,http://39.135.138.60:18890/PLTV/88888910/224/3221225640/index.m3u8
CCTV-14,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/1.m3u8
CCTV-14,http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8
CCTV-14,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8
CCTV-14,http://39.135.49.209:6610/PLTV/88888888/224/3221225933/1.m3u8?servicetype=1
CCTV-14,http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8
CCTV-14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV-14,http://117.148.179.157/PLTV/88888888/224/3221231648/index.m3u8
CCTV-14,http://39.135.138.59:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV-14,http://111.63.117.13:6060/030000001000/G_CCTV-14/G_CCTV-14.m3u8
CCTV-14,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV-14,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV-14,http://39.134.65.162/PLTV/88888888/224/3221225674/index.m3u8
CCTV-15,http://39.135.138.58:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV-15,http://117.148.179.169:80/PLTV/88888888/224/3221231693/1.m3u8
CCTV-15,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV-15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV-15,http://39.135.49.209:6610/PLTV/88888888/224/3221225818/1.m3u8?servicetype=1
CCTV-15,http://39.134.65.173/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15,http://39.134.65.183/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15,http://39.134.65.175/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15,http://39.135.138.59:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV-15,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8
CCTV-15,http://111.63.117.13:6060/030000001000/G_CCTV-15/G_CCTV-15.m3u8
CCTV-15,http://117.148.179.169:80/PLTV/88888888/224/3221231693/index.m3u8
CCTV-15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-15,http://117.148.179.157/PLTV/88888888/224/3221231693/index.m3u8
CCTV-15,http://39.134.65.162/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15,http://39.134.65.162/PLTV/88888888/224/3221225513/index.m3u8
CCTV-15,http://117.169.120.140:8080/live/cctv-15/.m3u8
CCTV-16,http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV-16,http://39.135.49.209:6610/PLTV/88888888/224/3221227125/1.m3u8?servicetype=1
CCTV-16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV-16,http://117.148.179.157/PLTV/88888888/224/3221233406/index.m3u8
CCTV-16,http://39.135.138.58:18890/TVOD/88888888/224/3221226230/index.m3u8
CCTV-16,http://117.148.179.157/PLTV/88888888/224/3221233403/index.m3u8
CCTV-16,http://117.148.179.157/PLTV/88888888/224/3221233392/index.m3u8
CCTV-16,http://117.148.179.157/PLTV/88888888/224/3221233409/index.m3u8
CCTV-16,http://117.148.179.157/PLTV/88888888/224/3221233442/index.m3u8
CCTV-17,http://39.135.138.60:18890/PLTV/88888910/224/3221225908/index.m3u8
CCTV-17,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8
CCTV-17,http://39.134.66.110/PLTV/88888888/224/3221225708/index.m3u8
CCTV-17,http://39.135.49.209:6610/PLTV/88888888/224/3221226986/1.m3u8?servicetype=1
CCTV-17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV-17,http://39.135.138.59:18890/PLTV/88888910/224/3221225908/index.m3u8
